student_id,age.x,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,social_media_hours_binned,age_range,age.y,social_media_hours_raw,depression_score,sleep_issues_score
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,more than 5 hours,5,5
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,more than 5 hours,4,4
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,18,more than 5 hours,3,5
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,more than 5 hours,5,1
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,20,between 4 and 5 hours,3,3
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,20,more than 5 hours,4,2
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,between 4 and 5 hours,3,3
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,19,more than 5 hours,5,5
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,18,more than 5 hours,5,4
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,19,between 4 and 5 hours,2,2
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,19,between 4 and 5 hours,3,2
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,between 4 and 5 hours,4,5
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,between 4 and 5 hours,2,2
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,20,more than 5 hours,5,5
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,between 4 and 5 hours,5,4
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,19,between 4 and 5 hours,2,4
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,20,between 4 and 5 hours,4,5
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,20,more than 5 hours,2,2
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,more than 5 hours,5,5
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,more than 5 hours,4,3
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,20,between 4 and 5 hours,4,1
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,20,more than 5 hours,4,5
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,more than 5 hours,5,5
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,20,more than 5 hours,5,5
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,between 4 and 5 hours,5,5
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,more than 5 hours,2,5
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,more than 5 hours,4,3
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,20,between 4 and 5 hours,3,3
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,20,more than 5 hours,5,3
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,21,between 4 and 5 hours,2,3
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,18,more than 5 hours,5,1
S1280,20,4.5,4.6,2,No,87.9,6.5,Fair,2,Bachelor,Good,6,No,73.8,4+ hours,18-21,20,more than 5 hours,4,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,5,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,4,2
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,5,1
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,5,1
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,4,1
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,19,more than 5 hours,5,2
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,18,more than 5 hours,5,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,1,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,4,2
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,4,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,4,2
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,1,3
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,between 4 and 5 hours,4,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,between 4 and 5 hours,5,3
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,4,3
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,5,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,4,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,19,between 4 and 5 hours,4,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,3,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,between 4 and 5 hours,4,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,3,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,4,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,1,1
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,4,1
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,3,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,4,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,3,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,3,2
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,19,more than 5 hours,2,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,5,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,5,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,4,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,5,3
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,18,more than 5 hours,2,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,5,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,5,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,4,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,18,more than 5 hours,3,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,5,1
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,between 4 and 5 hours,3,3
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,4,2
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,3,3
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,19,more than 5 hours,5,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,18,more than 5 hours,5,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,19,between 4 and 5 hours,2,2
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,19,between 4 and 5 hours,3,2
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,4,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,2,2
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,5,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,5,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,19,between 4 and 5 hours,2,4
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,between 4 and 5 hours,4,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,2,2
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,5,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,4,3
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,between 4 and 5 hours,4,1
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,4,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,5,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,5,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,5,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,2,5
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,more than 5 hours,4,3
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,between 4 and 5 hours,3,3
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,5,3
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,21,between 4 and 5 hours,2,3
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,18,more than 5 hours,5,1
S1281,20,5.3,4.2,1.1,Yes,79.9,5.1,Good,2,High School,Average,9,No,83.3,4+ hours,18-21,20,more than 5 hours,4,4
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,3,5
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,23,between 3 and 4 hours,3,5
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,5,3
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,2,5
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,3,4
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,25,between 3 and 4 hours,3,4
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,4,3
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,23,between 3 and 4 hours,4,5
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,3,5
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,24,between 3 and 4 hours,5,4
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,3,3
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,23,between 3 and 4 hours,2,4
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,3,4
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,3,4
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,24,between 3 and 4 hours,2,2
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,24,between 3 and 4 hours,3,4
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,25,between 3 and 4 hours,4,3
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,23,between 3 and 4 hours,3,2
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,24,between 3 and 4 hours,3,3
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,1,2
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,23,between 3 and 4 hours,5,2
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,23,between 3 and 4 hours,4,3
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,24,between 3 and 4 hours,3,3
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,2,4
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,5,5
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,3,3
S1283,23,1.6,3.3,3.5,Yes,73,8.1,Good,6,High School,Good,1,No,47.1,3-4 hours,22-25,22,between 3 and 4 hours,3,2
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,21,between 1 and 2 hours,3,1
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,20,between 1 and 2 hours,1,5
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,20,between 1 and 2 hours,5,5
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,21,between 1 and 2 hours,3,1
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,21,between 1 and 2 hours,2,2
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,21,between 1 and 2 hours,3,3
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,21,between 1 and 2 hours,3,3
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,21,between 1 and 2 hours,5,5
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,20,between 1 and 2 hours,5,2
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,21,between 1 and 2 hours,2,5
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,21,between 1 and 2 hours,4,5
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,20,between 1 and 2 hours,3,1
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,19,between 1 and 2 hours,1,3
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,18,between 1 and 2 hours,1,4
S1284,18,4.1,1.9,2.6,No,100,7.9,Fair,6,Bachelor,Good,8,No,91.9,1-2 hours,18-21,20,between 1 and 2 hours,5,5
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,5,5
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,4,1
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,18,between 2 and 3 hours,3,2
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,19,between 2 and 3 hours,4,5
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,19,between 2 and 3 hours,1,4
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,18,between 2 and 3 hours,4,4
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,20,between 2 and 3 hours,5,4
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,20,between 2 and 3 hours,3,5
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,2,4
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,4,1
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,2,5
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,19,between 2 and 3 hours,4,1
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,20,between 2 and 3 hours,2,4
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,20,between 2 and 3 hours,2,3
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,3,4
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,5,4
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,4,4
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,3,3
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,20,between 2 and 3 hours,5,5
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,4,2
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,4,2
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,5,2
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,4,2
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,1,4
S1285,19,2.5,2.8,0.5,Yes,85.1,6.5,Poor,0,None,Poor,6,Yes,60.6,2-3 hours,18-21,21,between 2 and 3 hours,4,4
S1286,17,2.7,2.9,1.7,No,82.8,6.4,Fair,4,Master,Average,1,No,46.6,2-3 hours,<18,17,between 2 and 3 hours,2,2
S1286,17,2.7,2.9,1.7,No,82.8,6.4,Fair,4,Master,Average,1,No,46.6,2-3 hours,<18,16,between 2 and 3 hours,3,2
S1286,17,2.7,2.9,1.7,No,82.8,6.4,Fair,4,Master,Average,1,No,46.6,2-3 hours,<18,17,between 2 and 3 hours,5,4
S1286,17,2.7,2.9,1.7,No,82.8,6.4,Fair,4,Master,Average,1,No,46.6,2-3 hours,<18,17,between 2 and 3 hours,4,1
S1286,17,2.7,2.9,1.7,No,82.8,6.4,Fair,4,Master,Average,1,No,46.6,2-3 hours,<18,14,between 2 and 3 hours,2,1
S1287,21,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2-3 hours,18-21,21,between 2 and 3 hours,5,5
S1287,21,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2-3 hours,18-21,21,between 2 and 3 hours,4,1
S1287,21,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2-3 hours,18-21,18,between 2 and 3 hours,3,2
S1287,21,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2-3 hours,18-21,19,between 2 and 3 hours,4,5
S1287,21,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2-3 hours,18-21,19,between 2 and 3 hours,1,4
S1287,21,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2-3 hours,18-21,18,between 2 and 3 hours,4,4
S1287,21,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2-3 hours,18-21,20,between 2 and 3 hours,5,4
S1287,21,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2-3 hours,18-21,20,between 2 and 3 hours,3,5
S1287,21,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2-3 hours,18-21,21,between 2 and 3 hours,2,4
S1287,21,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2-3 hours,18-21,21,between 2 and 3 hours,4,1
S1287,21,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2-3 hours,18-21,21,between 2 and 3 hours,2,5
S1287,21,4.4,2.2,0.9,No,75.7,8.8,Good,6,High School,Poor,4,Yes,84.2,2-3 hours,18-21,19,between 2 and 3 hours,4,1
